stock_name,2014,2015,2016,2017,2018,2019,2020,2021,2022
모헨즈,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,171.0
무림P&P,156.0,186.0,13.0,585.0,1119.0,162.0,139.0,298.0,721.0
무림SP,55.0,76.0,117.0,472.0,505.0,61.0,79.0,190.0,397.0
무림페이퍼,943.0,107.0,5.0,641.0,833.0,231.0,925.0,153.0,365.0
무학,2986.0,1026.0,2207.0,1839.0,719.0,849.0,485.0,591.0,498.0
문배철강,150.0,316.0,408.0,557.0,262.0,121.0,440.0,1295.0,1338.0
미디어젠,0.0,0.0,0.0,926.0,179.0,142.0,77.0,34.0,398.0
미래나노텍,1822.0,30.0,49.0,472.0,295.0,44.0,1076.0,913.0,305.0
미래반도체,,,,,,,372.0,1376.0,1399.0
미래산업,,,,,,,,,
미래생명자원,0.0,6.0,17.0,567.0,105.0,58.0,54.0,64.0,52.0
미래아이앤지,712.0,22.0,40.0,36.0,105.0,109.0,153.0,124.0,46.0
미래에셋글로벌리츠,,,,,,,0.0,0.0,377.0
미래에셋맵스리츠,,,,,,,0.0,0.0,0.0
미래에셋벤처투자,,,,863.0,486.0,310.0,695.0,1741.0,1169.0
미래에셋생명,1150.0,981.0,543.0,1541.0,760.0,682.0,482.0,604.0,441.0
미래에셋증권,,,,,,,,,
미래컴퍼니,1073.0,489.0,1080.0,4150.0,2843.0,1660.0,1948.0,859.0,3829.0
미스터블루,,,,,,,,,
미원상사,11324.0,16383.0,25254.0,5004.0,4292.0,6163.0,10369.0,11641.0,14752.0
미원에스씨,,,,3321.0,6932.0,7559.0,6769.0,15897.0,12932.0
미원홀딩스,36340.0,44035.0,52139.0,3569.0,4155.0,6591.0,7557.0,14308.0,8717.0
미원화학,3826.0,5017.0,6008.0,6265.0,3675.0,6719.0,6806.0,5571.0,7959.0
미창석유,,,,,,,,,
미코,,,,,,,,,
미코바이오메드,,,,,,,,,
미투온,2.0,46.0,126.0,82.0,345.0,356.0,333.0,293.0,277.0
미투젠,,,,,,,3268.0,2286.0,2072.0
바다로19호,228.0,863.0,1247.0,299.0,487.0,440.0,222.0,1126.0,744.0
바디텍메드,,,,,,,,,
바른손,400.0,607.0,752.0,36.0,365.0,526.0,311.0,559.0,729.0
바른손이앤에이,544.0,48.0,429.0,326.0,1253.0,269.0,111.0,122.0,179.0
바이넥스,386.0,316.0,98.0,367.0,203.0,273.0,206.0,614.0,402.0
바이브컴퍼니,,,,,,,531.0,1644.0,3787.0
바이오노트,,,,,,,5646.0,7232.0,3277.0
바이오니아,992.0,374.0,928.0,539.0,428.0,361.0,2509.0,1073.0,468.0
바이오다인,,,,,,,957.0,1836.0,910.0
바이오로그디바이스,279110.0,705.0,246.0,127.0,215.0,219.0,589.0,190.0,6.0
바이오솔루션,0.0,0.0,0.0,296.0,201.0,89.0,226.0,211.0,1009.0
바이오스마트,54.0,81.0,36.0,276.0,267.0,1108.0,452.0,73.0,38.0
바이오에프디엔씨,,,,,,,0.0,0.0,0.0
바이오인프라,,,,,,,1015.0,1510.0,1511.0
바이오톡스텍,395.0,274.0,73.0,96.0,250.0,109.0,179.0,487.0,87.0
바이오플러스,,,,57.0,399.0,932.0,778.0,824.0,364.0
바이온,254.0,114.0,89.0,244.0,273.0,436.0,113.0,403.0,286.0
바이옵트로,6574.0,801.0,162.0,801.0,135.0,148.0,115.0,396.0,60.0
바이젠셀,,,,,,,713.0,646.0,916.0
바텍,659.0,1433.0,1667.0,5324.0,1835.0,2281.0,1630.0,3449.0,5079.0
박셀바이오,,,,,,,585.0,315.0,448.0
방림,,,,,,,,,
배럴,,,,732.0,598.0,883.0,789.0,886.0,749.0
백광산업,1123.0,444.0,61.0,153.0,524.0,373.0,232.0,337.0,491.0
백금T&A,188.0,188.0,160.0,202.0,311.0,119.0,336.0,354.0,289.0
백산,106.0,638.0,922.0,380.0,646.0,288.0,665.0,797.0,1882.0
밸로프,,,,,,,,,
버킷스튜디오,12.0,16.0,157.0,65.0,787.0,132.0,159.0,1217.0,1330.0
범양건영,1754.0,2768.0,228.0,46.0,222.0,794.0,442.0,194.0,371.0
범한퓨얼셀,,,,,,,735.0,617.0,292.0
베노홀딩스,0.0,0.0,0.0,340.0,325.0,26.0,685.0,367.0,768.0
베뉴지,3255.0,9864.0,3367.0,449.0,582.0,89.0,216.0,1036.0,495.0
베셀,,,,,,,,,
베스파,,,,1738.0,20868.0,981.0,5938.0,5081.0,604.0
벨로크,,,,,,,,,
벽산,,,,,,,,,
보광산업,,,,,,,,,
보라티알,,,,1265.0,715.0,503.0,233.0,955.0,2644.0
보락,174.0,14.0,253.0,21.0,18.0,11.0,7.0,28.0,51.0
보령,0.0,0.0,0.0,1334.0,483.0,766.0,462.0,689.0,636.0
보로노이,,,,,,,2382.0,1451.0,1711.0
보성파워텍,156.0,18.0,11.0,206.0,131.0,18.0,36.0,19.0,227.0
보해양조,74.0,104.0,75.0,111.0,288.0,180.0,14.0,7.0,20.0
본느,0.0,0.0,0.0,,,,,,
부광약품,734.0,702.0,441.0,267.0,3019.0,119.0,115.0,13.0,36.0
부국증권,1552.0,2513.0,2815.0,3797.0,3194.0,3070.0,6784.0,8672.0,4736.0
부국철강,,,,,,,,,
부방,,,,,,,,,
부산산업,2740.0,4604.0,5326.0,2962.0,2868.0,3684.0,2333.0,1754.0,2451.0
부산주공,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부스타,470.0,600.0,746.0,552.0,355.0,416.0,650.0,280.0,153.0
뷰노,,,,,,,1245.0,1806.0,1383.0
뷰웍스,1048.0,1589.0,2701.0,1971.0,2095.0,2457.0,2395.0,3575.0,2890.0
브랜드엑스코퍼레이션,,,,,,,234.0,374.0,411.0
브레인즈컴퍼니,,,,,,,0.0,0.0,0.0
브리지텍,319.0,530.0,664.0,304.0,173.0,266.0,74.0,245.0,293.0
브릿지바이오테라퓨틱스,,,,,,,,,
브이씨,,,,,,,980.0,1251.0,191.0
브이원텍,,,,833.0,1031.0,442.0,379.0,818.0,45.0
브이티지엠피,180.0,5920.0,1270.0,747.0,276.0,103.0,34.0,456.0,342.0
블레이드 Ent,104.0,183.0,124.0,165.0,684.0,30.0,1875.0,1107.0,570.0
블루콤,,,,,,,,,
블리츠웨이,,,,,,,,,
비나텍,165.0,196.0,160.0,1876.0,120.0,1077.0,1003.0,1483.0,2198.0
비덴트,0.0,0.0,0.0,0.0,0.0,0.0,412.0,5072.0,3443.0
비디아이,17592.0,2522.0,950.0,555.0,103.0,13.0,0.0,0.0,0.0
비보존 제약,0.0,0.0,0.0,158.0,151.0,9.0,334.0,426.0,177.0
비비씨,,,,,,,1831.0,722.0,184.0
비비안,119.0,1006.0,343.0,261.0,907.0,344.0,3168.0,108.0,257.0
비상교육,880.0,1374.0,2092.0,1477.0,199.0,921.0,1212.0,494.0,83.0
비스토스,,,,,,,0.0,0.0,0.0
비씨엔씨,,,,,,,234.0,810.0,851.0
비씨월드제약,919.0,995.0,1019.0,1156.0,649.0,202.0,185.0,216.0,33.0
비아트론,188.0,663.0,1116.0,1004.0,2021.0,396.0,1235.0,1175.0,1382.0
비에이치,,,,,,,,,
비에이치아이,745.0,2651.0,398.0,316.0,1140.0,568.0,174.0,1330.0,736.0
비엘,,,,,,,,,
비엘팜텍,33.0,177.0,130.0,77.0,23.0,191.0,242.0,230.0,156.0
비엠티,535.0,317.0,129.0,397.0,861.0,661.0,492.0,707.0,1784.0
비올,,,,,,,,,
비즈니스온,,,,683.0,555.0,462.0,163.0,261.0,493.0
비츠로셀,65.0,841.0,1084.0,63.0,785.0,936.0,656.0,796.0,1089.0
비츠로시스,312.0,438.0,31.0,27.0,512.0,2514.0,86.0,209.0,218.0
비츠로테크,29.0,165.0,410.0,299.0,401.0,746.0,825.0,500.0,403.0
비케이탑스,5535.0,283.0,77.0,239.0,174.0,232.0,4825.0,2461.0,708.0
비케이홀딩스,283.0,108.0,60.0,36.0,42.0,29.0,57.0,39.0,39.0
비투엔,,,,,,,,,
비트나인,,,,,,,4505.0,140.0,42.0
비트컴퓨터,80.0,282.0,253.0,218.0,14.0,431.0,396.0,294.0,296.0
비플라이소프트,85.0,304.0,995.0,3796.0,316.0,392.0,392.0,676.0,2.0
비피도,,,,0.0,0.0,387.0,68.0,551.0,189.0
빅솔론,1368.0,2099.0,1569.0,1005.0,809.0,565.0,422.0,1594.0,674.0
빅텍,75.0,62.0,34.0,44.0,35.0,77.0,106.0,184.0,8.0
빙그레,4282.0,2798.0,3249.0,3349.0,3868.0,4644.0,3944.0,2186.0,2905.0
빛샘전자,1078.0,479.0,500.0,598.0,291.0,333.0,194.0,676.0,359.0
사람인,280.0,786.0,947.0,310.0,1515.0,2314.0,1965.0,2902.0,2656.0
사조대림,1048.0,2052.0,1147.0,4813.0,1663.0,12182.0,4602.0,8528.0,9689.0
사조동아원,1152.0,640.0,26.0,408.0,143.0,8.0,71.0,31.0,8.0
사조산업,4601.0,3881.0,5341.0,8847.0,7202.0,2585.0,1496.0,9031.0,13998.0
사조씨푸드,541.0,351.0,439.0,1124.0,733.0,328.0,455.0,572.0,482.0
사조오양,684.0,1329.0,1204.0,2546.0,845.0,1402.0,1959.0,1674.0,905.0
산돌,,,,,,,36524.0,88.0,1469.0
삼기,496.0,522.0,406.0,353.0,17.0,53.0,195.0,318.0,780.0
삼기이브이,,,,,,,0.0,0.0,0.0
삼륭물산,121.0,453.0,616.0,272.0,3.0,40.0,363.0,82.0,172.0
삼목에스폼,4112.0,3394.0,3232.0,0.0,0.0,0.0,0.0,2432.0,4457.0
삼보모터스,1774.0,1507.0,1383.0,471.0,297.0,953.0,381.0,728.0,1169.0
삼보산업,,,,,,,,,
삼보판지,836.0,1975.0,2212.0,512.0,4029.0,1784.0,2263.0,3327.0,3517.0
삼부토건,34202.0,4298649.0,49729.0,2816.0,3619.0,61.0,127.0,18.0,406.0
삼성FN리츠,,,,,,,,,
삼성SDI,1517.0,766.0,3133.0,9824.0,10484.0,5331.0,8593.0,17492.0,29191.0
삼성공조,1286.0,1075.0,961.0,1398.0,781.0,593.0,673.0,310.0,5102.0
삼성물산,,,,,,,,,
삼성바이오로직스,2811.0,38828.0,3115.0,1466.0,3387.0,3067.0,3642.0,5949.0,11442.0
삼성생명,7062.0,6418.0,11407.0,6494.0,9268.0,5443.0,7049.0,8183.0,8817.0
삼성에스디에스,5338.0,5676.0,5997.0,6856.0,8137.0,9521.0,5733.0,7901.0,14218.0
삼성엔지니어링,1487.0,35301.0,155.0,329.0,313.0,1637.0,1288.0,1900.0,3392.0
삼성전기,6481.0,146.0,193.0,2139.0,8685.0,6806.0,7993.0,11811.0,12977.0
삼성전자,153105.0,126305.0,157967.0,5997.0,6461.0,3166.0,3841.0,5777.0,8057.0
삼성제약,0.0,0.0,0.0,189.0,41.0,0.0,653.0,607.0,374.0
삼성중공업,693.0,5879.0,485.0,930.0,729.0,2170.0,2454.0,2174.0,725.0
삼성증권,3090.0,3821.0,2531.0,3135.0,3741.0,4388.0,5686.0,10810.0,4730.0
삼성출판사,453.0,370.0,560.0,338.0,33.0,487.0,5322.0,316.0,1190.0
삼성카드,5685.0,2892.0,3063.0,3528.0,3178.0,3225.0,3737.0,5164.0,5831.0
삼성화재,,,,,,,,,
삼아알미늄,0.0,0.0,0.0,11.0,252.0,450.0,319.0,1105.0,1564.0
삼아제약,1322.0,1173.0,1617.0,951.0,1442.0,1671.0,20.0,540.0,1952.0
삼양사,,,,,,,,,
삼양식품,539.0,418.0,2431.0,3808.0,4623.0,7906.0,8922.0,7481.0,10665.0
삼양옵틱스,,,,1784.0,1246.0,1351.0,213.0,1054.0,814.0
삼양통상,3405.0,3509.0,7618.0,8310.0,8445.0,15112.0,17515.0,11630.0,5339.0
삼양패키징,,,,1966.0,1507.0,1998.0,2273.0,2132.0,777.0
삼양홀딩스,329.0,6011.0,2923.0,4871.0,9043.0,3987.0,13218.0,30711.0,9173.0
삼영,,,,,,,,,
삼영무역,1342.0,1184.0,1518.0,1742.0,1765.0,2081.0,1600.0,2288.0,3054.0
삼영에스앤씨,,,,,,,359.0,285.0,185.0
삼영엠텍,23.0,77.0,222.0,136.0,109.0,273.0,576.0,572.0,679.0
삼영이엔씨,826.0,598.0,859.0,357.0,31.0,1070.0,289.0,65.0,4093.0
삼영전자,,,,,,,,,
삼원강재,363.0,396.0,355.0,275.0,298.0,261.0,204.0,222.0,327.0
삼익THK,852.0,860.0,799.0,1364.0,875.0,158.0,215.0,571.0,804.0
삼익악기,143.0,105.0,80.0,63.0,162.0,163.0,120.0,294.0,186.0
삼일,,,,,,,,,
삼일기업공사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
삼일씨엔에스,8925.0,3359.0,3052.0,346.0,0.0,211.0,0.0,0.0,0.0
삼일제약,2173.0,115.0,174.0,248.0,1621.0,129.0,219.0,300.0,2.0
삼정펄프,2626.0,3172.0,7729.0,4172.0,70.0,1868.0,10743.0,3046.0,383.0
삼지전자,215.0,1112.0,1468.0,1749.0,864.0,892.0,1745.0,1994.0,3133.0
삼진,,,,,,,,,
삼진엘앤디,418.0,457.0,93.0,543.0,75.0,24.0,63.0,40.0,65.0
삼진제약,1664.0,2172.0,2423.0,2836.0,2023.0,966.0,2266.0,2308.0,1728.0
삼천당제약,595.0,570.0,422.0,585.0,409.0,488.0,45.0,750.0,265.0
삼천리,4630.0,10413.0,9694.0,3709.0,8995.0,10614.0,9248.0,17385.0,14387.0
삼천리자전거,817.0,1014.0,620.0,306.0,1158.0,642.0,1189.0,360.0,416.0
삼표시멘트,3045.0,101.0,468.0,338.0,40.0,173.0,128.0,190.0,281.0
삼현철강,0.0,0.0,0.0,407.0,468.0,424.0,500.0,1645.0,1037.0
삼호개발,155.0,366.0,674.0,860.0,855.0,907.0,802.0,621.0,265.0
삼화네트웍스,43.0,49.0,188.0,19.0,76.0,18.0,25.0,162.0,349.0
삼화왕관,4245.0,5224.0,5331.0,4516.0,5327.0,4547.0,819.0,780.0,9446.0
삼화전기,14.0,659.0,111.0,1293.0,845.0,460.0,637.0,2131.0,1611.0
삼화전자,,,,,,,,,
삼화콘덴서,,,,,,,,,
삼화페인트,,,,,,,,,
상보,490.0,244.0,848.0,218.0,1031.0,287.0,69.0,40.0,148.0
상상인,447.0,731.0,1481.0,2183.0,2943.0,2282.0,1134.0,1848.0,866.0
상상인인더스트리,290.0,206.0,360.0,641.0,50181.0,195.0,22.0,76.0,193.0
상상인증권,101.0,52.0,68.0,75.0,199.0,95.0,27.0,95.0,35.0
상신브레이크,1027.0,1354.0,1005.0,1190.0,423.0,210.0,137.0,506.0,37.0
상신이디피,217.0,211.0,91.0,216.0,701.0,380.0,689.0,1330.0,1819.0
상신전자,,,,411.0,142.0,176.0,146.0,146.0,79.0
상아프론테크,327.0,623.0,419.0,524.0,854.0,820.0,169.0,582.0,464.0
상지카일룸,722.0,248.0,588.0,360.0,271.0,127.0,145.0,579.0,132.0
새로닉스,672.0,452.0,896.0,241.0,602.0,154.0,140.0,0.0,0.0
새론오토모티브,1241.0,1291.0,1175.0,691.0,385.0,433.0,321.0,730.0,310.0
새빗켐,,,,,,,606.0,1258.0,1846.0
샌즈랩,,,,,,,0.0,0.0,0.0
샘씨엔에스,,,,,,,156.0,262.0,309.0
샘표,2265.0,4515.0,709.0,5877.0,9578.0,11148.0,15906.0,5356.0,4831.0
샘표식품,0.0,0.0,1260.0,2518.0,3940.0,5872.0,7895.0,5188.0,2869.0
샤페론,,,,,,,8937.0,2285.0,532.0
서남,,,,1060.0,99.0,260.0,228.0,192.0,99.0
서린바이오,513.0,326.0,683.0,324.0,382.0,1222.0,636.0,1904.0,1167.0
서부T&D,7.0,401.0,85.0,177.0,189.0,1.0,606.0,692.0,286.0
서산,17829.0,22481.0,21950.0,195.0,39.0,60.0,323.0,197.0,59.0
서암기계공업,131.0,111.0,74.0,182.0,273.0,173.0,41.0,101.0,173.0
서연,23262.0,1956.0,3672.0,674.0,819.0,2763.0,247.0,1091.0,3034.0
서연이화,1916.0,2945.0,3382.0,1264.0,245.0,1722.0,1528.0,973.0,2060.0
서연탑메탈,893.0,15.0,83.0,396.0,873.0,257.0,307.0,343.0,240.0
서울가스,,,,,,,,,
서울리거,1085.0,351.0,126.0,67.0,165.0,257.0,727.0,152.0,160.0
서울바이오시스,370.0,636.0,275.0,476.0,148.0,147.0,288.0,117.0,2299.0
서울식품,,,,,,,,,
서울옥션,223.0,805.0,383.0,197.0,463.0,423.0,172.0,1014.0,270.0
서울전자통신,,,,,,,,,
서울제약,,,,1338.0,901.0,220.0,158.0,1137.0,95.0
서원,,,,,,,,,
서원인텍,1659.0,1327.0,1028.0,164.0,260.0,672.0,900.0,891.0,1235.0
서전기전,2704.0,32.0,286.0,246.0,347.0,138.0,262.0,0.0,0.0
서진시스템,,,,1091.0,4124.0,2688.0,304.0,2091.0,43.0
서진오토모티브,,,,,,,,,
서플러스글로벌,308.0,684.0,1004.0,539.0,553.0,44.0,327.0,795.0,733.0
서한,,,,,,,,,
서호전기,508.0,598.0,1782.0,1198.0,1056.0,2978.0,1319.0,3381.0,2215.0
서흥,,,,,,,,,
서희건설,46.0,78.0,176.0,191.0,208.0,331.0,632.0,671.0,454.0
석경에이티,,,,,,,229.0,569.0,793.0
선광,,,,,,,,,
선도전기,87.0,237.0,121.0,93.0,45.0,120.0,140.0,553.0,1116.0
선바이오,374.0,145.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0
선익시스템,,,,1844.0,576.0,829.0,275.0,1232.0,382.0
선진,,,,,,,,,
선진뷰티사이언스,,,,,,,274.0,99.0,1620.0
성광벤드,1536.0,696.0,163.0,584.0,298.0,221.0,50.0,44.0,1405.0
성도이엔지,,,,,,,,,
성문전자,158.0,123.0,69.0,174.0,11.0,102.0,53.0,160.0,112.0
성보화학,2310.0,1631.0,3748.0,471.0,309.0,145.0,307.0,69.0,204.0
성신양회,353.0,1390.0,509.0,490.0,669.0,700.0,416.0,261.0,1095.0
성안,,,,,,,,,
성우전자,,,,,,,,,
성우테크론,93.0,151.0,2.0,430.0,667.0,617.0,414.0,602.0,507.0
성우하이텍,1834.0,485.0,553.0,526.0,343.0,492.0,651.0,562.0,487.0
성일하이텍,,,,,,,5139.0,1333.0,3784.0
성창기업지주,611.0,384.0,306.0,61.0,119.0,166.0,78.0,92.0,206.0
성창오토텍,211.0,151.0,180.0,243.0,309.0,30.0,114.0,528.0,321.0
성호전자,,,,,,,,,
세경하이테크,,,,605.0,3429.0,1991.0,297.0,1937.0,1402.0
세기상사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
세동,137.0,312.0,191.0,423.0,209.0,289.0,811.0,47.0,709.0
세림B&G,,,,0.0,0.0,9.0,116.0,206.0,79.0
세명전기,210.0,265.0,207.0,241.0,236.0,224.0,141.0,153.0,148.0
세방,1672.0,1867.0,1827.0,1365.0,1893.0,239.0,1436.0,2342.0,4819.0
세방전지,4406.0,5706.0,4568.0,4843.0,7025.0,5701.0,4916.0,6291.0,3222.0
세보엠이씨,783.0,1330.0,1418.0,2362.0,2399.0,810.0,693.0,1164.0,2361.0
세아메카닉스,,,,,,,195.0,284.0,150.0
세아베스틸지주,3475.0,4240.0,2492.0,3560.0,590.0,483.0,6913.0,5231.0,2572.0
세아제강,,,,0.0,0.0,0.0,0.0,0.0,0.0
세아제강지주,12334.0,7862.0,11201.0,4384.0,64510.0,760.0,4227.0,43550.0,68897.0
세아특수강,3726.0,2284.0,2802.0,2814.0,1325.0,1304.0,526.0,3130.0,2185.0
세아홀딩스,24350.0,28989.0,22519.0,33612.0,8193.0,7707.0,40606.0,12479.0,31597.0
세우글로벌,11.0,26.0,18.0,19.0,22.0,31.0,44.0,45.0,53.0
세운메디칼,138.0,71.0,193.0,212.0,223.0,219.0,216.0,284.0,240.0
세원물산,23.0,1047.0,451.0,776.0,696.0,1572.0,2199.0,3231.0,1949.0
세원이앤씨,513.0,108.0,149.0,128.0,277.0,93.0,428.0,17.0,498.0
세원정공,,,,,,,,,
세이브존I&C,667.0,681.0,717.0,764.0,673.0,590.0,262.0,197.0,243.0
세종공업,1136.0,1137.0,736.0,384.0,997.0,257.0,757.0,316.0,7.0
세종메디칼,,,,585.0,606.0,520.0,14.0,161.0,2109.0
세종텔레콤,7.0,25.0,6.0,7.0,1.0,3.0,27.0,50.0,101.0
세중,,,,,,,,,
세진중공업,443.0,555.0,369.0,49.0,46.0,62.0,33.0,297.0,212.0
세진티에스,97.0,671.0,54.0,296.0,286.0,254.0,510.0,346.0,77.0
세코닉스,1457.0,877.0,854.0,213.0,176.0,1503.0,2722.0,289.0,148.0
세토피아,0.0,391.0,278.0,363.0,785.0,1825.0,213.0,78.0,1043.0
세하,,,,,,,,,
세화피앤씨,136.0,134.0,447.0,,,,,,
센코,,,,,,,166.0,327.0,119.0
셀레믹스,,,,,,,671.0,643.0,588.0
셀루메드,111.0,77.0,201.0,390.0,467.0,1735.0,22.0,209.0,139.0
셀리드,,,,956.0,1424.0,266.0,428.0,1346.0,2350.0
셀리버리,,,,5438.0,1300.0,2529.0,1071.0,1668.0,2985.0
셀바스AI,0.0,0.0,0.0,176.0,851.0,321.0,185.0,172.0,297.0
셀바스헬스케어,1329.0,1335.0,1315.0,87.0,1523.0,239.0,35.0,114.0,122.0
셀바이오휴먼텍,,,,,,,,,
셀트리온,,,,,,,,,
셀트리온제약,313.0,727.0,795.0,80.0,276.0,253.0,585.0,0.0,0.0
셀피글로벌,133.0,51.0,20.0,321.0,90.0,0.0,107.0,359.0,284.0
소니드,1576.0,623.0,484.0,277.0,46.0,14.0,38.0,33.0,609.0
소룩스,,,,,,,671.0,505.0,525.0
소마젠,,,,,,,1416.0,366.0,54.0
소프트센,143.0,107.0,29.0,25.0,18.0,102.0,8.0,423.0,305.0
소프트캠프,340.0,496.0,2306.0,,,,,,
손오공,238.0,427.0,81.0,564.0,51.0,72.0,74.0,126.0,285.0
솔고바이오,35.0,100.0,93.0,72.0,112.0,116.0,29.0,68.0,118.0
솔루스첨단소재,,,,0.0,0.0,113.0,279.0,300.0,185.0
솔루엠,,,,678.0,557.0,1132.0,1008.0,274.0,954.0
솔본,230.0,65.0,17.0,246.0,434.0,78.0,65.0,792.0,1864.0
솔브레인,,,,,,,8144.0,19124.0,20967.0
솔트룩스,,,,,,,117.0,503.0,927.0
솔트웨어,,,,,,,,,
송원산업,,,,,,,,,
쇼박스,,,,,,,,,
수산아이앤티,0.0,0.0,0.0,0.0,0.0,0.0,418.0,263.0,369.0
수산인더스트리,,,,,,,2514.0,5286.0,3544.0
수산중공업,113.0,21.0,52.0,56.0,129.0,3.0,78.0,211.0,292.0
수성샐바시온,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
수젠텍,0.0,0.0,0.0,4587.0,5807.0,774.0,2935.0,2352.0,1686.0
슈어소프트테크,,,,,,,,,
슈프리마,0.0,0.0,1571.0,1284.0,1608.0,3650.0,1317.0,3172.0,2563.0
슈프리마아이디,,,,556.0,1627.0,397.0,261.0,1058.0,991.0
슈프리마에이치큐,1035.0,909.0,437.0,472.0,703.0,821.0,709.0,1130.0,1337.0
슈피겐코리아,8291.0,6001.0,6227.0,6613.0,7082.0,6690.0,8869.0,7598.0,5476.0
스마트솔루션즈,123.0,42.0,333.0,571.0,183.0,0.0,872.0,953.0,2496.0
스맥,,,,,,,,,
스카이라이프,,,,,,,,,
스카이문스테크놀로지,111.0,7.0,187.0,331.0,439.0,715.0,0.0,133.0,103.0
스코넥,,,,,,,1385.0,404.0,369.0
스킨앤스킨,0.0,296.0,151.0,199.0,134.0,54.0,55.0,5.0,29.0
스타플렉스,42.0,372.0,1103.0,1039.0,172.0,1210.0,976.0,520.0,830.0
스톤브릿지벤처스,,,,,,,878.0,1511.0,412.0
스튜디오드래곤,,,,1053.0,1278.0,941.0,1044.0,1301.0,1684.0
스튜디오미르,,,,,,,213.0,528.0,367.0
스튜디오산타클로스,152.0,577.0,25.0,84.0,5.0,189.0,210.0,1207.0,498.0
스틱인베스트먼트,,,,,,,,,
스페코,209.0,539.0,0.0,31.0,389.0,361.0,621.0,118.0,52.0
승일,1395.0,1176.0,539.0,463.0,1343.0,99.0,136.0,657.0,222.0
시공테크,347.0,54.0,341.0,950.0,73.0,786.0,272.0,146.0,363.0
시그네틱스,0.0,0.0,0.0,19.0,73.0,233.0,436.0,198.0,88.0
시너지이노베이션,820.0,20747.0,392.0,202.0,24.0,54.0,317.0,75.0,199.0
시노펙스,92.0,600.0,68.0,217.0,10.0,89.0,124.0,138.0,117.0
시디즈,56.0,299.0,80.0,184.0,2393.0,4655.0,10331.0,7704.0,1516.0
시스웍,,,,416.0,268.0,115.0,32.0,366.0,68.0
시큐브,80.0,136.0,212.0,89.0,74.0,147.0,65.0,119.0,118.0
시티랩스,0.0,0.0,0.0,430.0,37.0,292.0,133.0,98.0,190.0
신대양제지,4592.0,5683.0,4028.0,7032.0,19674.0,13849.0,10710.0,14644.0,13192.0
신도기연,,,,,,,302.0,102.0,26.0
신도리코,1741.0,951.0,3233.0,3222.0,3563.0,1473.0,1365.0,9845.0,5007.0
신라교역,994.0,1047.0,1733.0,1657.0,2525.0,645.0,479.0,2804.0,899.0
신라섬유,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신라에스지,96.0,763.0,90.0,59.0,448.0,182.0,343.0,357.0,138.0
신라젠,116.0,1891.0,1452.0,876.0,812.0,1600.0,635.0,181.0,246.0
신성델타테크,101.0,305.0,69.0,603.0,183.0,261.0,340.0,908.0,627.0
신성이엔지,,,,,,,,,
신성통상,15.0,47.0,9.0,55.0,20.0,18.0,2.0,200.0,533.0
신세계,,,,,,,,,
신세계 I&C,,,,,,,,,
신세계건설,784.0,3993.0,9450.0,7256.0,10769.0,4379.0,3058.0,6539.0,3555.0
신세계인터내셔날,2863.0,2958.0,2432.0,3371.0,8052.0,10361.0,1426.0,2300.0,3313.0
신세계푸드,1221.0,1727.0,3690.0,5324.0,2198.0,1124.0,5677.0,624.0,1390.0
신송홀딩스,294.0,174.0,1048.0,697.0,1176.0,2905.0,240.0,669.0,139.0
신스틸,,,,,,,,,
신신제약,100.0,345.0,388.0,245.0,191.0,141.0,24.0,97.0,291.0
신영와코루,1745.0,12613.0,19255.0,10140.0,4720.0,3191.0,3245.0,7213.0,2611.0
신영증권,4993.0,7684.0,5663.0,6601.0,7931.0,8185.0,2324.0,22418.0,10783.0
신원,,,,,,,,,
신원종합개발,65.0,185.0,226.0,1376.0,1170.0,1351.0,1492.0,348.0,397.0
신일전자,32.0,118.0,55.0,0.0,0.0,0.0,115.0,114.0,15.0
신일제약,1356.0,1168.0,1338.0,780.0,544.0,691.0,678.0,600.0,1093.0
신진에스엠,611.0,452.0,116.0,568.0,361.0,275.0,66.0,272.0,255.0
신테카바이오,,,,1484.0,477.0,2295.0,490.0,1099.0,333.0
신풍,,,,,,,,,
신풍제약,99.0,28.0,433.0,25.0,56.0,107.0,100.0,225.0,0.0
신한서부티엔디리츠,,,,,,,12.0,49.0,59.0
신한알파리츠,,,,661.0,83.0,29.0,80.0,1.0,61.0
신한지주,4195.0,4789.0,5736.0,6118.0,6579.0,7000.0,6654.0,7308.0,8454.0
신화인터텍,324.0,147.0,134.0,83.0,177.0,327.0,115.0,39.0,290.0
신화콘텍,1080.0,76.0,50.0,77.0,19.0,196.0,121.0,387.0,505.0
신흥,,,,,,,,,
신흥에스이씨,,,,878.0,1468.0,2446.0,2689.0,3546.0,2468.0
실리콘투,,,,,,,115.0,149.0,186.0
심텍,0.0,504.0,913.0,683.0,208.0,1611.0,1964.0,3680.0,7719.0
심텍홀딩스,0.0,4560.0,190.0,41.0,18.0,430.0,611.0,695.0,711.0
